Property_Type,BHK,Bathrooms,Balcony,Area_SqFt,Locality,City,Price_INR,Property_Age,Floor_Number,Furnished_Status,Metro_Distance,Hospital_Distance,School_Distance,Mall_Distance,Airport_Distance,Crime_Index,Infrastructure_Growth_Score
Residential Apartment,4.0,4.0,4.0,3065.0,Sector 54 Gurgaon,Gurgaon,72500000.0,5,3,Unfurnished,6.62,1.82,1.79,6.69,25.87,38,90
Residential Apartment,4.0,4.0,4.0,4200.0,Sector 54 Gurgaon,Gurgaon,115000000.0,14,2,Semi-Furnished,3.41,3.86,3.47,4.23,17.56,17,89
Residential Apartment,3.0,4.0,3.0,2937.0,Sector 76 Gurgaon,Gurgaon,36800000.0,10,7,Unfurnished,7.53,1.42,1.3,2.5,20.65,35,76
Residential Apartment,4.0,4.0,4.0,3979.0,DLF Phase 5,Gurgaon,85000000.0,3,14,Semi-Furnished,7.75,0.8,3.04,8.79,17.13,17,94
Residential Apartment,3.0,4.0,2.0,2766.0,Sector 76 Gurgaon,Gurgaon,34800000.0,0,4,Fully Furnished,7.74,2.25,1.22,4.87,20.11,29,89
Independent/Builder Floor,4.0,5.0,4.0,2700.00000000027,DLF Phase 2,Gurgaon,34000000.0,14,13,Fully Furnished,1.67,3.73,3.99,2.34,25.62,20,85
Independent/Builder Floor,4.0,5.0,4.0,4000.0,DLF Phase 2,Gurgaon,65000000.0,11,8,Unfurnished,3.1,0.77,3.4,1.35,17.07,19,94
Independent/Builder Floor,4.0,5.0,4.0,4200.0,Suncity,Gurgaon,52500000.0,8,1,Unfurnished,2.83,1.27,1.95,8.85,22.45,22,77
Independent/Builder Floor,4.0,5.0,4.0,4500.0,DLF Phase 1,Gurgaon,57500000.0,10,8,Fully Furnished,7.42,3.35,3.57,1.94,18.8,25,81
Independent/Builder Floor,4.0,5.0,4.0,2200.0,DLF Phase 2,Gurgaon,37500000.0,4,5,Semi-Furnished,1.15,3.68,2.5,4.35,16.03,31,84
Independent/Builder Floor,4.0,4.0,4.0,2700.0,DLF Phase 1,Gurgaon,30000000.0,6,12,Fully Furnished,4.91,0.51,0.69,9.0,16.67,30,93
Residential Apartment,3.0,3.0,3.0,1755.0,Sector 83 Gurgaon,Gurgaon,13000000.0,7,2,Semi-Furnished,4.14,4.71,2.7,7.54,15.34,19,86
Residential Apartment,3.0,3.0,3.0,1960.0,Sector 82 Gurgaon,Gurgaon,14200000.0,0,1,Unfurnished,7.82,2.21,2.16,8.07,18.95,28,90
Residential Apartment,3.0,3.0,3.0,1960.0,Sector 82 Gurgaon,Gurgaon,13500000.0,0,13,Fully Furnished,7.72,2.13,0.97,6.03,29.24,16,92
Residential Apartment,3.0,3.0,3.0,1705.0,Sector 68 Gurgaon,Gurgaon,14500000.0,2,6,Unfurnished,3.68,4.27,0.51,2.94,23.0,32,86
Residential Apartment,3.0,2.0,3.0,1483.0,Sector 68 Gurgaon,Gurgaon,12500000.0,7,14,Fully Furnished,3.81,0.99,3.56,9.26,22.06,25,81
Residential Apartment,2.0,2.0,3.0,1245.0,Sector 68 Gurgaon,Gurgaon,9500000.0,10,9,Unfurnished,3.38,1.55,1.66,3.14,17.36,36,84
Residential Apartment,3.0,3.0,2.0,1470.0,Sector 63A Gurgaon,Gurgaon,21499000.0,0,9,Fully Furnished,6.42,4.34,3.56,3.03,21.01,37,91
Residential Apartment,3.0,3.0,4.0,1490.0,Sector 79 Gurgaon,Gurgaon,13500000.0,13,9,Fully Furnished,1.25,3.04,3.03,8.66,17.9,25,88
Residential Apartment,3.0,5.0,4.0,2470.0,Sector 47 Gurgaon,Gurgaon,43500000.0,0,11,Unfurnished,1.37,3.27,0.31,3.24,21.4,35,86
Residential Apartment,3.0,3.0,3.0,1829.0,Sector 85 Gurgaon,Gurgaon,22000000.0,5,4,Fully Furnished,5.79,1.87,3.29,9.73,22.24,17,90
Residential Apartment,3.0,4.0,3.0,2906.93,Chakkarpur,Gurgaon,43500000.0,5,6,Fully Furnished,0.63,2.9,1.08,7.22,28.37,34,87
Residential Apartment,4.0,4.0,4.0,2350.0,Sector 67 Gurgaon,Gurgaon,28800000.0,2,14,Fully Furnished,5.53,4.28,1.79,4.23,26.06,24,88
Residential Apartment,2.0,2.0,3.0,1400.0,Sector 74 Gurgaon,Gurgaon,15500000.0,9,12,Fully Furnished,1.47,4.92,1.55,1.11,26.51,38,88
Residential Apartment,3.0,3.0,3.0,2275.0,Sector 84 Gurgaon,Gurgaon,15000000.0,11,10,Unfurnished,6.4,2.25,0.25,3.21,29.1,38,82
Residential Apartment,3.0,3.0,3.0,1675.0,Sector 85 Gurgaon,Gurgaon,10000000.0,9,6,Unfurnished,6.05,1.22,3.45,6.0,26.19,31,87
Residential Apartment,3.0,4.0,3.0,1645.0,Sector 85 Gurgaon,Gurgaon,8800000.0,1,5,Fully Furnished,1.87,2.13,2.88,3.52,25.67,36,93
Residential Apartment,4.0,4.0,4.0,2425.0,Sector 99 Gurgaon,Gurgaon,20613300.0,12,2,Fully Furnished,6.18,2.06,1.98,1.31,25.67,28,76
Residential Apartment,2.0,2.0,2.0,1342.0,Sector 77 Gurgaon,Gurgaon,9200000.0,15,7,Unfurnished,6.43,2.1,1.68,2.9,22.41,39,92
Residential Apartment,4.0,4.0,3.0,2250.0,DLF Phase 1,Gurgaon,26500000.0,12,13,Fully Furnished,7.44,1.64,3.84,5.94,17.21,34,80
Residential Apartment,4.0,4.0,4.0,3267.0,Sector 67 Gurgaon,Gurgaon,49000000.0,3,1,Semi-Furnished,5.93,2.96,3.53,7.98,24.13,34,83
Residential Apartment,4.0,4.0,4.0,3200.0,Sector 67 Gurgaon,Gurgaon,50000000.0,3,6,Unfurnished,7.01,4.86,3.94,7.46,20.4,24,76
Residential Apartment,3.0,3.0,3.0,1789.0,Sector-33 Sohna,Gurgaon,18500000.0,10,5,Fully Furnished,5.28,0.74,1.43,3.81,29.53,22,79
Residential Apartment,2.0,2.0,4.0,1365.0,Sector 60 Gurgaon,Gurgaon,21000000.0,13,5,Semi-Furnished,5.19,3.08,2.6,2.89,17.98,30,81
Residential Apartment,2.0,2.0,3.0,1449.0,Sector 66 Gurgaon,Gurgaon,19000000.0,2,8,Fully Furnished,5.57,4.8,1.34,7.46,24.76,24,75
Residential Apartment,2.0,2.0,3.0,1449.0,Sector 66 Gurgaon,Gurgaon,18000000.0,18,9,Fully Furnished,3.55,2.4,0.43,4.14,27.85,30,86
Residential Apartment,3.0,4.0,2.0,1805.0,Sector 93 Gurgaon,Gurgaon,9700000.0,0,7,Fully Furnished,2.21,2.95,3.41,7.95,21.46,38,82
Independent/Builder Floor,2.0,2.0,2.0,1150.0,Sector 61 Gurgaon,Gurgaon,15870000.0,4,10,Semi-Furnished,3.6,0.99,1.85,3.2,25.02,21,79
Independent/Builder Floor,3.0,2.0,2.0,1081.0,Sector 36 Sohna,Gurgaon,8000000.0,16,13,Semi-Furnished,4.95,3.17,3.52,8.42,21.18,29,89
Residential Apartment,2.0,2.0,2.0,1508.26,Sector 62 Gurgaon,Gurgaon,24700000.0,0,8,Unfurnished,5.68,2.24,1.88,8.22,17.64,34,82
Residential Apartment,3.0,3.0,3.0,2244.0,Sector 84 Gurgaon,Gurgaon,18600000.0,18,14,Fully Furnished,3.93,3.77,0.37,3.41,18.07,18,86
Independent/Builder Floor,2.0,2.0,2.0,1620.000000000162,Sector 82 Gurgaon,Gurgaon,6200000.0,18,2,Fully Furnished,2.98,2.75,0.38,4.92,19.52,35,89
Residential Apartment,3.0,3.0,2.0,1370.0,DLF Phase 4,Gurgaon,18000000.0,3,2,Semi-Furnished,2.35,0.98,2.84,1.43,21.14,24,79
Residential Apartment,2.0,2.0,2.0,1762.0,Nirvana Country,Gurgaon,23000000.0,18,12,Fully Furnished,1.87,1.21,2.97,2.67,24.37,16,90
Residential Apartment,3.0,3.0,3.0,2537.0,Nirvana Country,Gurgaon,32500000.0,5,8,Fully Furnished,4.07,4.47,3.94,5.18,24.84,34,90
Independent/Builder Floor,3.0,3.0,2.0,1620.000000000162,South City 1,Gurgaon,16000000.0,14,6,Fully Furnished,5.8,3.19,1.82,3.65,27.07,30,82
Residential Apartment,4.0,4.0,4.0,2597.0,Sector 113 Gurgaon ,Gurgaon,31000000.0,3,8,Semi-Furnished,6.72,0.82,3.29,4.14,27.57,22,83
Residential Apartment,3.0,3.0,3.0,2015.0,Sector 113 Gurgaon ,Gurgaon,24000000.0,0,14,Fully Furnished,3.09,1.87,1.33,3.74,15.53,26,83
Residential Apartment,4.0,4.0,4.0,2250.0,Sector 113 Gurgaon ,Gurgaon,27000000.0,16,9,Fully Furnished,5.08,3.91,1.12,2.29,22.32,26,75
Residential Apartment,3.0,3.0,4.0,1665.0,Sector 113 Gurgaon ,Gurgaon,19900000.0,10,9,Unfurnished,4.08,3.11,0.31,1.19,26.46,39,83
Residential Apartment,2.0,2.0,4.0,1310.0,Sector 113 Gurgaon ,Gurgaon,15700000.0,16,11,Fully Furnished,7.75,4.45,2.22,4.08,29.24,22,89
Residential Apartment,4.0,4.0,2.0,2010.0,Sector 69 Gurgaon,Gurgaon,22800000.0,0,6,Semi-Furnished,7.12,1.79,1.11,1.74,25.74,37,89
Residential Apartment,3.0,3.0,4.0,2074.0,Sector 74 Gurgaon,Gurgaon,23851000.0,8,8,Semi-Furnished,7.12,4.43,2.48,6.47,18.99,15,92
Residential Apartment,2.0,2.0,3.0,1424.0,Sector 74 Gurgaon,Gurgaon,16500000.0,13,2,Fully Furnished,4.84,2.41,1.44,2.5,20.62,24,91
Residential Apartment,4.0,4.0,4.0,2475.0,Sector 92 Gurgaon,Gurgaon,22500000.0,14,8,Unfurnished,3.78,4.87,2.95,1.66,29.91,22,90
Residential Apartment,4.0,5.0,4.0,2400.0,Sector 69 Gurgaon,Gurgaon,25950000.0,0,3,Fully Furnished,5.39,4.31,2.66,2.38,19.22,33,75
Residential Apartment,4.0,5.0,4.0,2400.0,Sector 69 Gurgaon,Gurgaon,25800000.0,1,14,Fully Furnished,1.7,4.65,3.77,1.14,25.6,39,89
Residential Apartment,3.0,3.0,4.0,1996.0,Sector-33 Sohna,Gurgaon,18100000.0,17,1,Fully Furnished,7.12,4.26,2.03,4.26,18.32,35,81
Residential Apartment,3.0,3.0,4.0,1996.0,Sector-33 Sohna,Gurgaon,18050000.0,17,7,Semi-Furnished,2.53,3.85,1.18,8.62,25.84,37,76
Independent/Builder Floor,4.0,5.0,3.0,2025.0,DLF Phase 2,Gurgaon,42500000.0,5,1,Fully Furnished,6.7,4.09,1.86,4.02,16.39,27,82
Residential Apartment,4.0,4.0,1.0,2917.0,Sector 54 Gurgaon,Gurgaon,74000000.0,19,14,Semi-Furnished,2.74,3.01,3.82,9.07,21.75,25,87
Independent/Builder Floor,3.0,3.0,2.0,1450.0,Sector 82 Gurgaon,Gurgaon,14500000.0,7,11,Unfurnished,4.42,2.26,2.48,7.15,19.45,17,75
Residential Apartment,3.0,3.0,3.0,1702.0,Sector 90 Gurgaon,Gurgaon,14000000.0,0,1,Fully Furnished,6.29,2.33,2.55,6.09,15.36,32,83
Residential Apartment,3.0,4.0,4.0,1990.0,Sector 37D Gurgaon,Gurgaon,11000000.0,14,1,Semi-Furnished,3.45,2.43,3.82,4.39,17.36,24,85
Residential Apartment,3.0,3.0,3.0,1995.0,Sector 92 Gurgaon,Gurgaon,17900000.0,9,4,Semi-Furnished,3.19,2.77,3.89,8.93,15.73,34,82
Residential Apartment,2.0,2.0,2.0,1245.0,Sector 83 Gurgaon,Gurgaon,9400000.0,3,13,Semi-Furnished,7.16,3.55,3.77,1.17,17.61,19,81
Residential Apartment,3.0,3.0,3.0,1820.0,Sector 37C Gurgaon,Gurgaon,11200000.0,9,14,Fully Furnished,1.02,2.15,2.18,6.98,25.39,32,91
Residential Apartment,2.0,2.0,2.0,1420.0,Sector 83 Gurgaon,Gurgaon,9900000.0,10,12,Unfurnished,6.81,3.57,2.92,6.25,17.27,37,91
Residential Apartment,3.0,4.0,1.0,1942.0,Sector 102 Gurgaon,Gurgaon,18500000.0,4,13,Semi-Furnished,7.46,2.01,1.61,3.62,29.49,37,87
Residential Apartment,3.0,3.0,4.0,2595.0,Sector 59 Gurgaon,Gurgaon,47229000.0,8,14,Fully Furnished,4.72,3.07,3.71,1.6,17.38,24,79
Residential Apartment,4.0,4.0,4.0,3395.0,Sector 59 Gurgaon,Gurgaon,66000000.0,4,12,Semi-Furnished,5.72,3.47,3.56,3.27,29.5,36,76
Residential Apartment,3.0,3.0,3.0,2015.0,Sector 79 Gurgaon,Gurgaon,17300000.0,10,4,Semi-Furnished,6.96,2.26,2.86,1.67,26.14,16,78
Residential Apartment,3.0,3.0,3.0,2050.0,Sector 79 Gurgaon,Gurgaon,17500000.0,2,14,Fully Furnished,3.77,2.95,0.76,9.39,19.19,18,79
Residential Apartment,3.0,4.0,3.0,2150.0,Sector 79 Gurgaon,Gurgaon,19500000.0,3,10,Semi-Furnished,7.09,0.57,1.56,1.08,28.15,27,92
Residential Apartment,3.0,4.0,3.0,2150.0,Sector 54 Gurgaon,Gurgaon,58000000.0,9,11,Semi-Furnished,3.29,2.64,3.75,4.79,29.68,16,77
Residential Apartment,3.0,4.0,4.0,1996.0,Sector-33 Sohna,Gurgaon,18750000.0,6,6,Fully Furnished,2.8,4.2,3.27,7.59,29.22,38,90
Residential Apartment,3.0,4.0,4.0,1996.0,Sector-33 Sohna,Gurgaon,18550000.0,0,12,Unfurnished,7.87,1.85,0.68,3.79,20.27,32,76
Residential Apartment,3.0,3.0,4.0,2937.0,Sector 76 Gurgaon,Gurgaon,34656600.0,5,10,Unfurnished,0.73,1.7,3.84,3.47,19.96,21,85
Residential Apartment,3.0,3.0,4.0,2290.0,Sector 76 Gurgaon,Gurgaon,27022000.0,7,12,Unfurnished,2.9,3.98,0.62,9.88,17.16,38,82
Residential Apartment,3.0,3.0,4.0,2595.0,Sector 59 Gurgaon,Gurgaon,46969500.0,16,3,Unfurnished,3.94,1.94,0.26,1.62,29.97,32,75
Residential Apartment,3.0,3.0,4.0,2295.0,Sector 59 Gurgaon,Gurgaon,40162500.0,6,10,Fully Furnished,2.83,2.25,1.99,6.64,18.59,21,83
Residential Apartment,3.0,3.0,4.0,2095.0,Sector 59 Gurgaon,Gurgaon,36662500.0,0,6,Fully Furnished,2.62,4.2,3.65,6.43,15.64,19,83
Residential Apartment,2.0,2.0,2.0,1260.0,Sector 68 Gurgaon,Gurgaon,10500000.0,8,13,Unfurnished,3.28,0.79,0.69,3.07,19.14,35,87
Residential Apartment,2.0,2.0,3.0,1150.0,Sector 61 Gurgaon,Gurgaon,14375000.0,10,7,Fully Furnished,3.49,4.71,0.4,8.29,26.08,34,82
Residential Apartment,3.0,2.0,3.0,1371.0,Sector 76 Gurgaon,Gurgaon,13984200.0,18,11,Unfurnished,1.04,1.39,3.21,5.02,26.86,35,76
Residential Apartment,3.0,3.0,4.0,1672.0,Sector 76 Gurgaon,Gurgaon,17054400.0,1,1,Semi-Furnished,6.31,1.47,2.01,6.78,15.78,38,94
Residential Apartment,4.0,5.0,4.0,2400.0,Sector 69 Gurgaon,Gurgaon,25500000.0,10,14,Semi-Furnished,1.76,3.98,4.0,2.82,29.65,19,90
Residential Apartment,3.0,3.0,3.0,2054.0,Sector 65 Gurgaon,Gurgaon,25675000.0,2,14,Semi-Furnished,0.81,1.05,0.67,1.22,29.08,38,93
Residential Apartment,2.0,2.0,3.0,1261.0,Sector 65 Gurgaon,Gurgaon,15762500.0,16,6,Unfurnished,4.93,1.13,0.38,2.31,15.44,39,77
Residential Apartment,3.0,3.0,4.0,2588.79,Sector 62 Gurgaon,Gurgaon,42000000.0,9,10,Semi-Furnished,5.51,0.91,1.29,3.0,21.74,18,76
Residential Apartment,4.0,4.0,3.0,1627.45,Sector 61 Gurgaon,Gurgaon,52500000.0,2,1,Unfurnished,6.2,3.22,0.59,7.61,21.87,21,89
Residential Apartment,5.0,5.0,4.0,5500.0,Sector 54 Gurgaon,Gurgaon,137500000.0,2,7,Fully Furnished,1.16,4.29,0.48,5.63,22.38,35,78
Residential Apartment,2.0,2.0,4.0,1385.0,Sector-33 Sohna,Gurgaon,11300000.0,6,10,Semi-Furnished,1.79,1.31,3.99,4.46,24.53,30,77
Independent/Builder Floor,3.0,3.0,2.0,1836.0000000001835,Sector 27 Gurgaon,Gurgaon,22500000.0,1,5,Semi-Furnished,1.87,2.28,3.65,7.8,26.58,39,79
Residential Apartment,2.0,2.0,4.0,1385.0,Sector-33 Sohna,Gurgaon,10800000.0,0,10,Semi-Furnished,4.95,3.56,2.2,1.63,17.14,20,89
Residential Apartment,3.0,3.0,3.0,1800.0,Sector 37D Gurgaon,Gurgaon,11700000.0,6,14,Fully Furnished,7.17,1.87,0.34,2.18,21.99,18,85
Residential Apartment,2.0,2.0,4.0,1383.0,Sector-33 Sohna,Gurgaon,11200000.0,19,4,Unfurnished,5.8,1.37,3.42,8.82,18.0,18,85
Residential Apartment,2.0,2.0,4.0,1557.0,Sector-33 Sohna,Gurgaon,12700000.0,10,1,Semi-Furnished,2.86,4.58,1.6,4.26,19.01,33,82
Residential Apartment,3.0,3.0,3.0,1500.0,Sector 79 Gurgaon,Gurgaon,12000000.0,5,9,Semi-Furnished,6.9,3.66,2.97,3.42,19.67,31,88
Residential Apartment,5.0,6.0,4.0,5320.0,Sector 82 Gurgaon,Gurgaon,42000000.0,3,7,Unfurnished,5.52,4.66,3.02,3.95,20.04,35,89
Residential Apartment,3.0,3.0,3.0,2595.0,Sector 59 Gurgaon,Gurgaon,45000000.0,18,2,Semi-Furnished,5.66,4.02,3.55,2.37,21.66,16,76
Residential Apartment,4.0,4.0,4.0,3395.0,Sector 59 Gurgaon,Gurgaon,57711605.0,18,4,Semi-Furnished,7.68,2.07,4.0,4.68,22.7,32,76
Residential Apartment,3.0,3.0,3.0,2095.0,Sector 59 Gurgaon,Gurgaon,40000000.0,13,4,Semi-Furnished,7.63,0.61,3.67,8.56,19.52,39,82
Residential Apartment,3.0,3.0,3.0,2295.0,Sector 59 Gurgaon,Gurgaon,36200000.0,2,8,Unfurnished,3.39,2.6,3.13,6.89,23.45,26,81
Independent/Builder Floor,4.0,5.0,4.0,2700.0,DLF Phase 1,Gurgaon,50000000.0,3,2,Semi-Furnished,5.27,2.15,1.51,6.58,19.65,17,75
Residential Apartment,2.0,2.0,2.0,1446.0,Sector 57 Gurgaon,Gurgaon,17000000.0,7,11,Fully Furnished,2.02,2.77,3.62,1.44,26.37,36,82
Residential Apartment,3.0,3.0,4.0,3363.0,Sector 65 Gurgaon,Gurgaon,62500000.0,17,5,Unfurnished,3.59,0.56,1.31,9.14,28.03,37,76
Residential Apartment,2.0,2.0,4.0,1385.0,Sector-33 Sohna,Gurgaon,11500000.0,3,10,Semi-Furnished,2.55,2.9,2.67,8.95,26.19,29,91
Residential Apartment,2.0,2.0,4.0,1557.0,Sector-33 Sohna,Gurgaon,12800000.0,10,8,Fully Furnished,3.26,2.36,3.95,8.78,27.13,30,78
Independent/Builder Floor,4.0,5.0,4.0,4500.00000000045,DLF Phase 1,Gurgaon,250000000.0,15,6,Fully Furnished,5.57,3.56,3.62,5.39,21.72,25,79
Residential Apartment,3.0,4.0,4.0,1983.0,Sector 54 Gurgaon,Gurgaon,52500000.0,2,4,Fully Furnished,2.08,1.71,2.32,3.11,22.25,32,82
Residential Apartment,2.0,2.0,4.0,1385.0,Sector-33 Sohna,Gurgaon,11800000.0,6,5,Fully Furnished,1.85,4.19,0.65,4.56,15.92,25,79
Independent/Builder Floor,4.0,4.0,4.0,2370.0,Sector-33 Sohna,Gurgaon,34000000.0,1,2,Fully Furnished,3.35,4.68,3.19,4.46,25.02,31,89
Residential Apartment,3.0,3.0,2.0,1578.0,Sector 69 Gurgaon,Gurgaon,17600000.0,0,5,Semi-Furnished,1.24,1.25,2.35,7.66,18.04,30,91
Residential Apartment,3.0,5.0,3.0,1950.0,Sector 70 Gurgaon,Gurgaon,17200000.0,0,3,Fully Furnished,6.6,3.41,2.41,7.12,24.51,38,80
Residential Apartment,4.0,6.0,4.0,3156.0,Sector 69 Gurgaon,Gurgaon,33500000.0,5,12,Unfurnished,7.69,3.35,2.26,8.59,19.1,15,78
Residential Apartment,4.0,5.0,4.0,3670.0,Sector 66 Gurgaon,Gurgaon,47000000.0,18,3,Semi-Furnished,6.51,2.03,1.45,4.92,21.78,32,86
Residential Apartment,4.0,5.0,4.0,2400.0,Sector 70 Gurgaon,Gurgaon,19500000.0,6,7,Semi-Furnished,4.49,1.01,0.65,9.24,29.46,38,87
Independent/Builder Floor,3.0,3.0,4.0,1440.0,Sohna,Gurgaon,11000000.0,4,3,Fully Furnished,5.56,3.51,1.28,7.71,28.71,35,77
Residential Apartment,3.0,4.0,3.0,1650.0,Sector 92 Gurgaon,Gurgaon,17500000.0,17,4,Fully Furnished,6.54,2.55,3.24,8.43,15.84,27,92
Residential Apartment,3.0,3.0,4.0,1865.0,Sector 70 Gurgaon,Gurgaon,13000000.0,12,7,Semi-Furnished,1.01,1.36,0.48,3.15,29.08,20,94
Residential Apartment,3.0,3.0,2.0,1578.0,Sector 69 Gurgaon,Gurgaon,15900000.0,0,14,Unfurnished,3.64,0.76,2.7,9.63,24.7,33,92
Residential Apartment,3.0,3.0,3.0,1665.0,Sector 113 Gurgaon ,Gurgaon,17800000.0,9,3,Semi-Furnished,1.58,4.76,1.41,7.86,24.36,34,79
Residential Apartment,3.0,3.0,3.0,2015.0,Sector 113 Gurgaon ,Gurgaon,21500000.0,8,10,Semi-Furnished,1.18,2.34,1.42,3.73,16.57,22,84
Residential Apartment,3.0,3.0,2.0,1735.0,Sector 83 Gurgaon,Gurgaon,15500000.0,16,10,Fully Furnished,6.19,3.87,2.19,4.42,27.77,38,77
Residential Apartment,3.0,4.0,3.0,2164.0,sector 58 Gurgaon,Gurgaon,40000000.0,0,13,Unfurnished,6.94,1.11,1.7,6.45,23.77,25,88
Residential Apartment,4.0,4.0,4.0,4500.0,Sector 43 Gurgaon,Gurgaon,28000000.0,0,2,Fully Furnished,1.13,3.31,3.35,1.91,15.35,24,81
Residential Apartment,3.0,3.0,2.0,1735.0,Sector 37C Gurgaon,Gurgaon,13100000.0,6,10,Fully Furnished,1.84,0.61,3.53,8.06,26.21,20,89
Independent/Builder Floor,3.0,3.0,2.0,1614.0,Sector 63A Gurgaon,Gurgaon,20400000.0,3,7,Fully Furnished,2.16,2.4,3.25,5.16,29.26,29,93
Independent/Builder Floor,2.0,2.0,2.0,1090.0,Sector 89 Gurgaon,Gurgaon,9200000.0,11,5,Fully Furnished,6.93,1.6,3.68,7.85,25.45,34,86
Independent/Builder Floor,4.0,4.0,2.0,3618.0000000003615,DLF Phase 2,Gurgaon,45000000.0,15,1,Unfurnished,7.35,2.01,2.19,3.75,19.75,15,86
Residential Apartment,3.0,4.0,2.0,2120.0,Sector 85 Gurgaon,Gurgaon,14000000.0,13,12,Fully Furnished,6.24,3.31,1.49,8.81,26.0,17,88
Residential Apartment,4.0,4.0,4.0,1950.0,Sector 65 Gurgaon,Gurgaon,31000000.0,9,10,Fully Furnished,6.47,2.1,1.18,6.85,24.01,16,93
Residential Apartment,4.0,4.0,4.0,3110.0,Sector 53 Gurgaon,Gurgaon,65000000.0,13,13,Unfurnished,3.07,1.61,3.33,5.0,19.61,26,79
Residential Apartment,2.0,2.0,3.0,1245.0,Sector 68 Gurgaon,Gurgaon,9000000.0,6,8,Semi-Furnished,3.56,3.72,1.23,4.8,21.02,33,81
Residential Apartment,4.0,5.0,4.0,2864.0,sector 58 Gurgaon,Gurgaon,54500000.0,3,3,Fully Furnished,2.6,2.94,2.84,2.43,21.01,39,89
Residential Apartment,2.0,2.0,4.0,1449.0,Sector 66 Gurgaon,Gurgaon,18000000.0,1,11,Semi-Furnished,7.69,3.32,1.53,2.09,26.04,32,82
Residential Apartment,2.0,2.0,2.0,1250.0,Sector 81 Gurgaon,Gurgaon,7100000.0,17,7,Fully Furnished,5.96,2.22,2.21,1.06,18.57,26,88
Residential Apartment,2.0,2.0,3.0,1245.0,Sector 68 Gurgaon,Gurgaon,11638000.0,15,6,Fully Furnished,3.06,1.65,3.43,5.39,25.83,28,79
Residential Apartment,3.0,4.0,2.0,1790.0,Sector 82 Gurgaon,Gurgaon,12600000.0,8,10,Unfurnished,1.52,1.62,0.82,9.63,16.08,34,81
Residential Apartment,3.0,3.0,3.0,1470.0,Sector 37D Gurgaon,Gurgaon,7600000.0,4,12,Unfurnished,1.96,4.97,1.36,1.47,23.73,32,92
Residential Apartment,3.0,3.0,2.0,1672.0,Sector 76 Gurgaon,Gurgaon,18300000.0,8,13,Semi-Furnished,2.03,3.5,0.48,9.96,17.54,17,94
Residential Apartment,2.0,2.0,3.0,865.0,Sector 68 Gurgaon,Gurgaon,6500000.0,7,14,Fully Furnished,5.11,0.95,1.57,9.57,27.01,33,87
Residential Apartment,4.0,4.0,4.0,2400.0,Sector 113 Gurgaon ,Gurgaon,24000000.0,19,6,Unfurnished,7.27,3.39,2.85,9.72,18.72,18,82
Residential Apartment,4.0,4.0,4.0,2597.0,Sector 113 Gurgaon ,Gurgaon,27000000.0,15,13,Fully Furnished,7.02,0.96,2.31,5.08,28.65,38,93
Residential Apartment,3.0,4.0,3.0,1875.0,Sector 90 Gurgaon,Gurgaon,9700000.0,19,13,Fully Furnished,1.02,1.85,1.5,5.26,20.5,29,77
Residential Apartment,4.0,4.0,2.0,4495.0,Sector 65 Gurgaon,Gurgaon,123500000.0,17,8,Semi-Furnished,5.82,4.3,1.86,7.57,20.67,38,76
Residential Apartment,2.0,2.0,2.0,1300.0,Sector 70 Gurgaon,Gurgaon,11800000.0,3,13,Fully Furnished,1.76,4.61,1.07,4.55,27.52,24,90
Independent/Builder Floor,3.0,4.0,2.0,2160.000000000216,Greenwood City,Gurgaon,29000000.0,15,13,Unfurnished,2.83,4.37,2.62,1.37,26.33,22,84
Independent/Builder Floor,3.0,4.0,2.0,2160.000000000216,Greenwood City,Gurgaon,27500000.0,3,12,Semi-Furnished,4.58,2.99,0.82,5.44,21.14,18,93
Residential Apartment,3.0,3.0,4.0,2588.79,Sector 62 Gurgaon,Gurgaon,41500000.0,5,13,Unfurnished,6.81,2.54,1.26,6.79,29.36,23,91
Residential Apartment,3.0,3.0,1.0,1519.0,DLF Phase 2,Gurgaon,19900000.0,2,4,Semi-Furnished,2.28,1.61,2.92,5.6,28.66,23,79
Residential Apartment,3.0,4.0,3.0,2150.0,Sector 109 Gurgaon,Gurgaon,20100000.0,17,4,Semi-Furnished,7.05,4.09,1.4,4.25,20.09,30,77
Residential Apartment,3.0,3.0,3.0,1775.0,Sector 37D Gurgaon,Gurgaon,11500000.0,14,12,Fully Furnished,6.01,3.3,3.03,9.5,29.86,24,81
Independent/Builder Floor,4.0,4.0,4.0,2400.0,Sector-33 Sohna,Gurgaon,33000000.0,7,3,Semi-Furnished,5.56,2.88,0.71,9.71,17.08,35,77
Residential Apartment,2.0,2.0,2.0,1190.0,Sector 92 Gurgaon,Gurgaon,8907250.0,17,1,Semi-Furnished,1.5,1.67,2.89,2.75,27.4,27,83
Residential Apartment,3.0,2.0,3.0,1432.0,Sector 92 Gurgaon,Gurgaon,10333750.0,2,14,Fully Furnished,4.06,1.9,2.0,9.45,22.39,19,78
Residential Apartment,3.0,3.0,4.0,1996.0,Sector-33 Sohna,Gurgaon,18500000.0,5,10,Semi-Furnished,2.56,1.6,2.14,1.62,21.22,17,80
Residential Apartment,3.0,3.0,4.0,1996.0,Sector-33 Sohna,Gurgaon,18650000.0,14,3,Semi-Furnished,4.91,3.37,1.97,9.57,26.42,28,80
